,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_min_samples_leaf,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.019350687662760418,0.0,0.4499470338983051,1.0,gini,1,"{'criterion': 'gini', 'min_samples_leaf': 1}",12,0.46239113222486145,1.0,0.42970611596505165,1.0,0.45773524720893144,1.0,0.0052567852118382595,0.0,0.014440952803776757,0.0
1,0.009538888931274414,0.0006657441457112631,0.4891419491525424,0.7126551600886426,gini,6,"{'criterion': 'gini', 'min_samples_leaf': 6}",10,0.4837688044338876,0.7079188221249503,0.4892772041302621,0.7155343663090982,0.4944178628389155,0.7145122918318795,0.006829873915885783,0.0009415043999353581,0.0043481966092020555,0.003374989584080778
2,0.012908220291137695,0.0003333886464436849,0.5145656779661016,0.6481655699237977,gini,11,"{'criterion': 'gini', 'min_samples_leaf': 11}",7,0.5122723673792557,0.6418623159570235,0.5186656076250993,0.6487882399682161,0.5127591706539075,0.6538461538461539,0.0022591224861730737,0.00047148274534186793,0.0029064654282842163,0.004912153711384387
3,0.015618562698364258,0.0,0.5235699152542372,0.6194365361543582,gini,16,"{'criterion': 'gini', 'min_samples_leaf': 16}",4,0.5193982581155978,0.6179864703541583,0.52263701350278,0.6189908621374652,0.5287081339712919,0.6213322759714512,6.73506111708905e-06,0.0,0.0038573124892900246,0.0014018018890407657
4,0.005212863286336263,0.005207935969034831,0.5233050847457628,0.5999750319277058,gini,21,"{'criterion': 'gini', 'min_samples_leaf': 21}",5,0.5233570863024545,0.6032630322323915,0.5250198570293884,0.5963448549860946,0.5215311004784688,0.6003172085646312,0.007372101958333526,0.007365133679379725,0.00142352711939812,0.0028346790225042442
5,0.015622297922770182,0.0,0.5240995762711864,0.5868549548802352,gini,26,"{'criterion': 'gini', 'min_samples_leaf': 26}",3,0.5241488519398259,0.5813768404297652,0.528196981731533,0.5824394119984108,0.5199362041467305,0.5967486122125297,9.943957214111996e-06,0.0,0.003369718820956733,0.007009308389148049
6,0.03124698003133138,0.0,0.4536546610169492,1.0,entropy,1,"{'criterion': 'entropy', 'min_samples_leaf': 1}",11,0.44418052256532065,1.0,0.4694201747418586,1.0,0.4473684210526316,1.0,9.602742174144245e-07,0.0,0.011225801659632943,0.0
7,0.020832061767578125,0.0,0.4965572033898305,0.7108043664860179,entropy,6,"{'criterion': 'entropy', 'min_samples_leaf': 6}",9,0.498812351543943,0.713091922005571,0.4932486100079428,0.7056019070321812,0.49760765550239233,0.7137192704203014,0.007365077489370185,0.0,0.0023911120060163427,0.003687599018781478
8,0.015624443689982096,0.00520785649617513,0.5090042372881356,0.6452491491461427,entropy,11,"{'criterion': 'entropy', 'min_samples_leaf': 11}",8,0.5098970704671417,0.6358933545563072,0.5083399523431295,0.646404449741756,0.5087719298245614,0.6534496431403648,1.2665889621185641e-06,0.007365021287783696,0.0006570270249937227,0.007213730279189624
9,0.010415951410929361,0.005213816960652669,0.5256885593220338,0.6144051845774062,entropy,16,"{'criterion': 'entropy', 'min_samples_leaf': 16}",2,0.5296912114014252,0.6136092319936332,0.5138999205718825,0.6134286849423918,0.5334928229665071,0.6161776367961935,0.0073651898758208935,0.007373450657485875,0.008480681997288977,0.0012554785170978188
10,0.015619039535522461,0.0,0.5288665254237288,0.5949367353557767,entropy,21,"{'criterion': 'entropy', 'min_samples_leaf': 21}",1,0.5257323832145685,0.5917230401910067,0.5305798252581414,0.5931664680174811,0.5303030303030303,0.5999206978588422,8.397841091612524e-06,0.0,0.002224764749074857,0.0035731202654013137
11,0.010415951410929361,0.005207935969034831,0.522510593220339,0.5814298216659971,entropy,26,"{'criterion': 'entropy', 'min_samples_leaf': 26}",6,0.5241488519398259,0.5762037405491445,0.5250198570293884,0.5824394119984108,0.518341307814992,0.5856463124504362,0.007365189880966126,0.007365133679379725,0.0029614014360914752,0.003920458774790118
