,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_min_samples_leaf,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.01765608787536621,0.001666704813639323,0.4533898305084746,1.0,gini,1,"{'criterion': 'gini', 'min_samples_leaf': 1}",12,0.46476642913697547,1.0,0.4416203335980937,1.0,0.45374800637958534,1.0,0.0009417291831274162,0.00047114593250176826,0.009461468237139772,0.0
1,0.01332529385884603,0.0016660690307617188,0.4907309322033898,0.7123898729152774,gini,6,"{'criterion': 'gini', 'min_samples_leaf': 6}",10,0.48693586698337293,0.7071229606048548,0.48848292295472595,0.7155343663090982,0.49681020733652315,0.7145122918318795,0.0004713141679983425,0.0004712018568280267,0.0043331108948855765,0.0037475710376639925
2,0.012991984685262045,0.0019996960957845054,0.5145656779661016,0.6481655699237977,gini,11,"{'criterion': 'gini', 'min_samples_leaf': 11}",7,0.5122723673792557,0.6418623159570235,0.5186656076250993,0.6487882399682161,0.5127591706539075,0.6538461538461539,0.0008161454947370437,4.899036091938795e-07,0.0029064654282842163,0.004912153711384387
3,0.01232600212097168,0.0023325284322102866,0.5235699152542372,0.6194365361543582,gini,16,"{'criterion': 'gini', 'min_samples_leaf': 16}",4,0.5193982581155978,0.6179864703541583,0.52263701350278,0.6189908621374652,0.5287081339712919,0.6213322759714512,0.0004712020176746174,0.000470808556746706,0.0038573124892900246,0.0014018018890407657
4,0.010660012563069662,0.0016663869222005208,0.5233050847457628,0.5999750319277058,gini,21,"{'criterion': 'gini', 'min_samples_leaf': 21}",5,0.5233570863024545,0.6032630322323915,0.5250198570293884,0.5963448549860946,0.5215311004784688,0.6003172085646312,0.0004712580023566753,0.0004709208275973758,0.00142352711939812,0.0028346790225042442
5,0.010660092035929361,0.0013332366943359375,0.5240995762711864,0.5868549548802352,gini,26,"{'criterion': 'gini', 'min_samples_leaf': 26}",3,0.5241488519398259,0.5813768404297652,0.528196981731533,0.5824394119984108,0.5199362041467305,0.5967486122125297,0.0004713141679983425,0.00047086460162382225,0.003369718820956733,0.007009308389148049
6,0.024984995524088543,0.0016664663950602214,0.4555084745762712,1.0,entropy,1,"{'criterion': 'entropy', 'min_samples_leaf': 1}",11,0.4489311163895487,1.0,0.4614773629864972,1.0,0.45614035087719296,1.0,0.000816145401872193,0.0004711455705537808,0.005146048102097833,0.0
7,0.018988529841105144,0.0016665458679199219,0.4947033898305085,0.7111994571375483,entropy,6,"{'criterion': 'entropy', 'min_samples_leaf': 6}",9,0.4972288202692003,0.7118981297254278,0.4924543288324067,0.7056019070321812,0.4944178628389155,0.7160983346550357,2.247831920581015e-07,0.0004712020176746174,0.0019613426285836075,0.0043135334123543916
8,0.015657345453898113,0.0013332366943359375,0.5084745762711864,0.6452491491461427,entropy,11,"{'criterion': 'entropy', 'min_samples_leaf': 11}",8,0.5098970704671417,0.6358933545563072,0.505957108816521,0.646404449741756,0.5095693779904307,0.6534496431403648,0.0004713142484024804,0.00047086460162382225,0.0017854900227649898,0.007213730279189624
9,0.014657735824584961,0.0019996166229248047,0.5272775423728814,0.6144051845774062,entropy,16,"{'criterion': 'entropy', 'min_samples_leaf': 16}",2,0.5296912114014252,0.6136092319936332,0.5186656076250993,0.6134286849423918,0.5334928229665071,0.6161776367961935,0.00047137035374583886,0.0,0.00628536408041393,0.0012554785170978188
10,0.014324426651000977,0.0019997755686442056,0.5288665254237288,0.5949367353557767,entropy,21,"{'criterion': 'entropy', 'min_samples_leaf': 21}",1,0.5257323832145685,0.5917230401910067,0.5305798252581414,0.5931664680174811,0.5303030303030303,0.5999206978588422,0.0009425721653276619,2.247831920581015e-07,0.002224764749074857,0.0035731202654013137
11,0.014990647633870443,0.0019997755686442056,0.522510593220339,0.5814298216659971,entropy,26,"{'criterion': 'entropy', 'min_samples_leaf': 26}",6,0.5241488519398259,0.5762037405491445,0.5250198570293884,0.5824394119984108,0.518341307814992,0.5856463124504362,0.0008161454483046197,5.947204250930057e-07,0.0029614014360914752,0.003920458774790118
