,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_min_samples_leaf,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.018010775248209637,0.0,0.4634533898305085,1.0,gini,1,"{'criterion': 'gini', 'min_samples_leaf': 1}",11,0.4679334916864608,1.0,0.45591739475774423,1.0,0.4665071770334928,1.0,0.0033758501867552724,0.0,0.005361520811765091,0.0
1,0.015624602635701498,0.0,0.4896716101694915,0.7125222539468642,gini,6,"{'criterion': 'gini', 'min_samples_leaf': 6}",10,0.48772763262074426,0.7075208913649025,0.48610007942811756,0.7151370679380215,0.49521531100478466,0.7149088025376685,1.3810910540408106e-06,0.0,0.003965263464803311,0.0035377249780458556
2,0.010415792465209961,0.005208412806193034,0.5145656779661016,0.6481655699237977,gini,11,"{'criterion': 'gini', 'min_samples_leaf': 11}",7,0.5122723673792557,0.6418623159570235,0.5186656076250993,0.6487882399682161,0.5127591706539075,0.6538461538461539,0.007365077484224874,0.007365808028955898,0.0029064654282842163,0.004912153711384387
3,0.015623648961385092,0.0,0.5235699152542372,0.6194365361543582,gini,16,"{'criterion': 'gini', 'min_samples_leaf': 16}",4,0.5193982581155978,0.6179864703541583,0.52263701350278,0.6189908621374652,0.5287081339712919,0.6213322759714512,7.714191053625585e-06,0.0,0.0038573124892900246,0.0014018018890407657
4,0.01562356948852539,0.0,0.5233050847457628,0.5999750319277058,gini,21,"{'criterion': 'gini', 'min_samples_leaf': 21}",5,0.5233570863024545,0.6032630322323915,0.5250198570293884,0.5963448549860946,0.5215311004784688,0.6003172085646312,7.018852922382233e-07,0.0,0.00142352711939812,0.0028346790225042442
5,0.015624046325683594,0.0,0.5240995762711864,0.5868549548802352,gini,26,"{'criterion': 'gini', 'min_samples_leaf': 26}",3,0.5241488519398259,0.5813768404297652,0.528196981731533,0.5824394119984108,0.5199362041467305,0.5967486122125297,1.9466795466607238e-07,0.0,0.003369718820956733,0.007009308389148049
6,0.02228569984436035,0.010420799255371094,0.4451800847457627,1.0,entropy,1,"{'criterion': 'entropy', 'min_samples_leaf': 1}",12,0.4307205067300079,1.0,0.4583002382843527,1.0,0.44657097288676234,1.0,0.006582389705750157,0.007368620289990186,0.011312391845109883,0.0
7,0.020833492279052734,0.0,0.4970868644067797,0.7109353274633459,entropy,6,"{'criterion': 'entropy', 'min_samples_leaf': 6}",9,0.49802058590657167,0.7122960604854756,0.4988085782366958,0.7052046086611045,0.4944178628389155,0.7153053132434576,0.007369798270630674,0.0,0.001909369771393925,0.004234363709234876
8,0.016085147857666016,0.005947113037109375,0.5074152542372882,0.6452491491461427,entropy,11,"{'criterion': 'entropy', 'min_samples_leaf': 11}",8,0.5098970704671417,0.6358933545563072,0.505957108816521,0.646404449741756,0.5063795853269537,0.6534496431403648,0.000639667968860928,0.007714077721648971,0.0017678614012384681,0.007213730279189624
9,0.01965173085530599,0.0003331502278645833,0.5272775423728814,0.6144051845774062,entropy,16,"{'criterion': 'entropy', 'min_samples_leaf': 16}",2,0.5296912114014252,0.6136092319936332,0.5186656076250993,0.6134286849423918,0.5334928229665071,0.6161776367961935,0.005695500345362679,0.0004711455705537808,0.00628536408041393,0.0012554785170978188
10,0.015630245208740234,0.0,0.5288665254237288,0.5949367353557767,entropy,21,"{'criterion': 'entropy', 'min_samples_leaf': 21}",1,0.5257323832145685,0.5917230401910067,0.5305798252581414,0.5931664680174811,0.5303030303030303,0.5999206978588422,8.664364287634751e-06,0.0,0.002224764749074857,0.0035731202654013137
11,0.015625556310017902,0.0003807544708251953,0.522510593220339,0.5814298216659971,entropy,26,"{'criterion': 'entropy', 'min_samples_leaf': 26}",6,0.5241488519398259,0.5762037405491445,0.5250198570293884,0.5824394119984108,0.518341307814992,0.5856463124504362,5.5346442370351635e-06,0.0005384681365751821,0.0029614014360914752,0.003920458774790118
