,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_min_samples_leaf,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.015624125798543295,0.0052080949147542315,0.4504766949152542,1.0,gini,1,"{'criterion': 'gini', 'min_samples_leaf': 1}",11,0.45447347585114806,1.0,0.44638602065131056,1.0,0.45055821371610844,1.0,8.778064264605253e-07,0.007365358462571784,0.0033052444262892827,0.0
1,0.015623887379964193,0.0,0.4904661016949153,0.7126551600886426,gini,6,"{'criterion': 'gini', 'min_samples_leaf': 6}",10,0.48772763262074426,0.7079188221249503,0.48768864177918986,0.7155343663090982,0.4960127591706539,0.7145122918318795,3.212512800122537e-06,0.0,0.003911210391674153,0.003374989584080778
2,0.015624125798543295,0.0,0.5145656779661016,0.6481655699237977,gini,11,"{'criterion': 'gini', 'min_samples_leaf': 11}",7,0.5122723673792557,0.6418623159570235,0.5186656076250993,0.6487882399682161,0.5127591706539075,0.6538461538461539,4.899036091938795e-07,0.0,0.0029064654282842163,0.004912153711384387
3,0.015619834264119467,0.0,0.5235699152542372,0.6194365361543582,gini,16,"{'criterion': 'gini', 'min_samples_leaf': 16}",4,0.5193982581155978,0.6179864703541583,0.52263701350278,0.6189908621374652,0.5287081339712919,0.6213322759714512,1.6463354852495605e-05,0.0,0.0038573124892900246,0.0014018018890407657
4,0.015630086263020832,0.0,0.5233050847457628,0.5999750319277058,gini,21,"{'criterion': 'gini', 'min_samples_leaf': 21}",5,0.5233570863024545,0.6032630322323915,0.5250198570293884,0.5963448549860946,0.5215311004784688,0.6003172085646312,8.373739614564163e-06,0.0,0.00142352711939812,0.0028346790225042442
5,0.010569413503011068,0.0009992917378743489,0.5240995762711864,0.5868549548802352,gini,26,"{'criterion': 'gini', 'min_samples_leaf': 26}",3,0.5241488519398259,0.5813768404297652,0.528196981731533,0.5824394119984108,0.5199362041467305,0.5967486122125297,0.008461805981759893,0.0008158534057470171,0.003369718820956733,0.007009308389148049
6,0.02862858772277832,0.0006598631540934244,0.4486228813559322,1.0,entropy,1,"{'criterion': 'entropy', 'min_samples_leaf': 1}",12,0.44418052256532065,1.0,0.45591739475774423,1.0,0.44577352472089316,1.0,0.009726938455941216,0.0009331874218292084,0.005199847519567115,0.0
7,0.015835046768188477,0.0006669362386067709,0.4947033898305085,0.7111996679338719,entropy,6,"{'criterion': 'entropy', 'min_samples_leaf': 6}",9,0.49802058590657167,0.7122960604854756,0.4996028594122319,0.7052046086611045,0.4864433811802233,0.7160983346550357,0.004120647342389663,0.0009431902738757938,0.005860250645278259,0.004514412030975333
8,0.015625556310017902,0.0052080949147542315,0.5090042372881356,0.6452491491461427,entropy,11,"{'criterion': 'entropy', 'min_samples_leaf': 11}",8,0.5098970704671417,0.6358933545563072,0.5083399523431295,0.646404449741756,0.5087719298245614,0.6534496431403648,2.306082745956883e-06,0.007365358462571784,0.0006570270249937227,0.007213730279189624
9,0.010416110356648764,0.005208651224772136,0.5272775423728814,0.6144051845774062,entropy,16,"{'criterion': 'entropy', 'min_samples_leaf': 16}",2,0.5296912114014252,0.6136092319936332,0.5186656076250993,0.6134286849423918,0.5334928229665071,0.6161776367961935,0.007365302282852373,0.007366145203743986,0.00628536408041393,0.0012554785170978188
10,0.015627384185791016,0.0,0.5288665254237288,0.5949367353557767,entropy,21,"{'criterion': 'entropy', 'min_samples_leaf': 21}",1,0.5257323832145685,0.5917230401910067,0.5305798252581414,0.5931664680174811,0.5303030303030303,0.5999206978588422,1.0717350498672984e-05,0.0,0.002224764749074857,0.0035731202654013137
11,0.019653717676798504,0.0058743953704833984,0.522510593220339,0.5814298216659971,entropy,26,"{'criterion': 'entropy', 'min_samples_leaf': 26}",6,0.5241488519398259,0.5762037405491445,0.5250198570293884,0.5824394119984108,0.518341307814992,0.5856463124504362,0.0057114638798672086,0.006942185548367113,0.0029614014360914752,0.003920458774790118
