,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
44,0.018334468205769856,0.0020549522576860184,0.002000093460083008,0.0,entropy,6,"{'criterion': 'entropy', 'min_samples_leaf': 6}",0.498812351543943,0.5011914217633042,0.49760765550239233,0.4992055084745763,0.001488138504679087,63,0.7122960604854756,0.7052046086611045,0.7145122918318795,0.7106709869928198,0.0039697933946475795
45,0.01700107256571452,0.0008164374096054778,0.0023333231608072915,0.00047142655959197545,entropy,7,"{'criterion': 'entropy', 'min_samples_leaf': 7}",0.49406175771971494,0.49563145353455124,0.49122807017543857,0.4936440677966102,0.0018203677753792541,66,0.6884202148826104,0.6877234803337307,0.6982553528945281,0.6914663493702897,0.004808969840966748
46,0.01800092061360677,0.0021605317934942714,0.002000093460083008,0.0,entropy,8,"{'criterion': 'entropy', 'min_samples_leaf': 8}",0.5003958828186856,0.4980142970611596,0.49122807017543857,0.4965572033898305,0.0038817625140755486,65,0.6697174691603661,0.6674612634088201,0.6835844567803331,0.673587729783173,0.007128512191200349
47,0.016334136327107746,0.0012474260916325794,0.002000093460083008,0.0,entropy,9,"{'criterion': 'entropy', 'min_samples_leaf': 9}",0.5098970704671417,0.4988085782366958,0.5039872408293461,0.5042372881355932,0.004534475618750313,61,0.6541981695185037,0.6618990862137465,0.6724821570182395,0.6628598042501632,0.007495255569658547
48,0.014667590459187826,0.00047142655959197545,0.0020001729329427085,1.1239159602905075e-07,entropy,10,"{'criterion': 'entropy', 'min_samples_leaf': 10}",0.5130641330166271,0.5083399523431295,0.5055821371610846,0.5090042372881356,0.0030902125902280532,60,0.6422602467170713,0.6511720301946762,0.6633624107850912,0.6522648958989462,0.008649512459250129
49,0.016000906626383465,0.0008164374096054778,0.002000093460083008,0.0,entropy,11,"{'criterion': 'entropy', 'min_samples_leaf': 11}",0.5098970704671417,0.5083399523431295,0.5095693779904307,0.5092690677966102,0.0006705920587070029,59,0.6358933545563072,0.646404449741756,0.6534496431403648,0.6452491491461427,0.007213730279189624
50,0.014667510986328125,0.00047137035374583886,0.002000093460083008,0.0,entropy,12,"{'criterion': 'entropy', 'min_samples_leaf': 12}",0.5201900237529691,0.5083399523431295,0.5143540669856459,0.5143008474576272,0.004842392806944886,55,0.6287306008754476,0.6392530790623758,0.6443298969072165,0.6374378589483466,0.0064964491438771034
51,0.015334208806355795,0.0012472349320385085,0.0020002524058024087,1.1239159602905075e-07,entropy,13,"{'criterion': 'entropy', 'min_samples_leaf': 13}",0.5257323832145685,0.5123113582208102,0.518341307814992,0.518802966101695,0.005493833056016631,41,0.6247512932749701,0.6324990067540723,0.6356066613798572,0.6309523204696332,0.004564641864009627
52,0.017000913619995117,0.0021604214264071427,0.0023336410522460938,0.0012473836311322664,entropy,14,"{'criterion': 'entropy', 'min_samples_leaf': 14}",0.5241488519398259,0.5003971405877681,0.5175438596491229,0.5140360169491526,0.010015805417730226,56,0.6171906088340628,0.6225665474771553,0.6256938937351308,0.6218170166821163,0.003511676791953438
53,0.01500082015991211,0.0,0.0020001729329427085,0.0008164374096054777,entropy,15,"{'criterion': 'entropy', 'min_samples_leaf': 15}",0.5257323832145685,0.5051628276409849,0.5191387559808612,0.5166843220338984,0.008581591970499096,51,0.6159968165539196,0.6170043702820819,0.6225218080888184,0.61850766497494,0.0028680771529379255
54,0.013334115346272787,0.0004714827453418679,0.001666704813639323,0.0004714827453418679,entropy,16,"{'criterion': 'entropy', 'min_samples_leaf': 16}",0.5296912114014252,0.5186656076250993,0.5334928229665071,0.5272775423728814,0.00628536408041393,2,0.6136092319936332,0.6134286849423918,0.6161776367961935,0.6144051845774062,0.0012554785170978188
55,0.014000813166300455,0.0014143358444295747,0.001999934514363607,1.1239159602905075e-07,entropy,17,"{'criterion': 'entropy', 'min_samples_leaf': 17}",0.5304829770387965,0.5305798252581414,0.5207336523125997,0.5272775423728814,0.004614537643970063,2,0.6096299243931556,0.6074692093762416,0.6106264869151468,0.6092418735615146,0.0013178360925830026
56,0.013667424519856771,0.0009428530990877068,0.002000093460083008,0.0,entropy,18,"{'criterion': 'entropy', 'min_samples_leaf': 18}",0.517814726840855,0.52263701350278,0.5223285486443381,0.5209216101694916,0.002206164166243775,28,0.6064464783127735,0.6038935240365515,0.6026962727993656,0.6043454250495636,0.001564005806120914
57,0.013000885645548502,1.1239159602905075e-07,0.002000013987223307,1.1239159602905075e-07,entropy,19,"{'criterion': 'entropy', 'min_samples_leaf': 19}",0.5209817893903405,0.5242255758538522,0.5311004784688995,0.5254237288135594,0.004216661883479976,7,0.5980899323517708,0.6030989272943981,0.6011102299762093,0.6007663632074594,0.002059318795104238
58,0.015334129333496094,0.002054849120084089,0.001666704813639323,0.0004714827453418679,entropy,20,"{'criterion': 'entropy', 'min_samples_leaf': 20}",0.5217735550277118,0.5266084193804607,0.5279106858054227,0.5254237288135594,0.002641686752274215,7,0.5949064862713888,0.5947556615017878,0.6015067406819984,0.5970562961517251,0.0031475418361595125
59,0.012667338053385416,0.00047148274534186793,0.0016668637593587239,0.00047142655959197545,entropy,21,"{'criterion': 'entropy', 'min_samples_leaf': 21}",0.5257323832145685,0.5305798252581414,0.5303030303030303,0.5288665254237288,0.002224764749074857,1,0.5917230401910067,0.5931664680174811,0.5999206978588422,0.5949367353557767,0.0035731202654013137
60,0.013000806172688803,0.0008165347377806026,0.001666704813639323,0.0004714827453418679,entropy,22,"{'criterion': 'entropy', 'min_samples_leaf': 22}",0.5249406175771971,0.5274027005559968,0.5271132376395534,0.5264830508474576,0.001099838424989943,4,0.5873458018304815,0.5915772745331744,0.598334655035686,0.5924192437997807,0.004525513442385312
61,0.012000719706217447,1.1239159602905075e-07,0.002000093460083008,0.0,entropy,23,"{'criterion': 'entropy', 'min_samples_leaf': 23}",0.5233570863024545,0.5242255758538522,0.5279106858054227,0.5251588983050848,0.0019725857959447786,9,0.5837644249900518,0.5883988875645609,0.5947660586835845,0.588976457079399,0.004509928003122383
62,0.0130006472269694,0.0008167294057348078,0.002000093460083008,0.0008164374018695076,entropy,24,"{'criterion': 'entropy', 'min_samples_leaf': 24}",0.5265241488519399,0.5242255758538522,0.5191387559808612,0.5233050847457628,0.0030843429785155333,17,0.5805809789096698,0.5883988875645609,0.591593973037272,0.5868579465038343,0.004626185212326719
63,0.012000719706217447,1.1239159602905075e-07,0.002000013987223307,1.1239159602905075e-07,entropy,25,"{'criterion': 'entropy', 'min_samples_leaf': 25}",0.5241488519398259,0.5274027005559968,0.518341307814992,0.5233050847457628,0.003744196620464822,17,0.5762037405491445,0.5864123957091776,0.5884218873909596,0.5836793412164272,0.005349328195035107
64,0.01433404286702474,0.0020549522576860184,0.0016668637593587239,0.00047142655959197545,entropy,26,"{'criterion': 'entropy', 'min_samples_leaf': 26}",0.5241488519398259,0.5250198570293884,0.518341307814992,0.522510593220339,0.0029614014360914752,21,0.5762037405491445,0.5824394119984108,0.5856463124504362,0.5814298216659971,0.003920458774790118
65,0.01366750399271647,0.0020549522576860184,0.002333482106526693,0.00047148274534186793,entropy,27,"{'criterion': 'entropy', 'min_samples_leaf': 27}",0.5241488519398259,0.528196981731533,0.5191387559808612,0.5238347457627118,0.0037015178306631967,14,0.5762037405491445,0.5792610250297974,0.5832672482157019,0.579577337931548,0.0028923261143629863
66,0.012000719706217447,1.1239159602905075e-07,0.001666704813639323,0.0004714827453418679,entropy,28,"{'criterion': 'entropy', 'min_samples_leaf': 28}",0.5209817893903405,0.5258141382049245,0.5223285486443381,0.5230402542372882,0.002037398868075381,20,0.5694389176283327,0.5744934445768772,0.5808881839809675,0.5749401820620591,0.004684805637298399
67,0.01133402188618978,0.00047148274534186793,0.002000093460083008,0.0,entropy,29,"{'criterion': 'entropy', 'min_samples_leaf': 29}",0.5193982581155978,0.5242255758538522,0.518341307814992,0.520656779661017,0.0025606340643434668,29,0.569040986868285,0.5713150576082638,0.5812846946867566,0.5738802463877685,0.0053174079143819735
68,0.0130006472269694,0.0016331668066378376,0.002333482106526693,0.0004713141679983425,entropy,30,"{'criterion': 'entropy', 'min_samples_leaf': 30}",0.5138558986539984,0.5242255758538522,0.5207336523125997,0.5195974576271186,0.004312396698230889,35,0.5706327099084759,0.5697258641239571,0.5804916732751785,0.5736167491025372,0.004875382316899245
69,0.014667510986328125,0.0009429092999094829,0.002000013987223307,1.1239159602905075e-07,entropy,31,"{'criterion': 'entropy', 'min_samples_leaf': 31}",0.5225653206650831,0.5162827640984908,0.5215311004784688,0.5201271186440678,0.0027514922253121725,34,0.5698368483883804,0.5677393722685737,0.5785091197462332,0.5720284468010625,0.004661844619532118
70,0.01133402188618978,0.0004714827453418679,0.0020001729329427085,1.1239159602905075e-07,entropy,32,"{'criterion': 'entropy', 'min_samples_leaf': 32}",0.5217735550277118,0.5162827640984908,0.5207336523125997,0.5195974576271186,0.0023824327827872533,35,0.5674492638280939,0.5653555820421137,0.5773195876288659,0.5700414778330245,0.005216898025038668
71,0.012667496999104818,0.0009428530990877068,0.001666704813639323,0.0004714827453418679,entropy,33,"{'criterion': 'entropy', 'min_samples_leaf': 33}",0.5225653206650831,0.5067513899920572,0.518341307814992,0.5158898305084746,0.006689201690744102,52,0.5666534023079984,0.5617798967024236,0.5737509912767644,0.5673947634290621,0.0049152136990383895
72,0.012000640233357748,0.0014142234528335457,0.002000093460083008,0.0,entropy,34,"{'criterion': 'entropy', 'min_samples_leaf': 34}",0.5257323832145685,0.5051628276409849,0.5247208931419458,0.5185381355932204,0.009468656898277751,43,0.5642658177477119,0.5641636869288836,0.5693893735130848,0.5659396260632268,0.0024396961254618283
73,0.012334028879801432,0.0012473411337419315,0.001666704813639323,0.0004714827453418679,entropy,35,"{'criterion': 'entropy', 'min_samples_leaf': 35}",0.5265241488519399,0.505957108816521,0.5287081339712919,0.5203919491525424,0.010247855822712043,33,0.5638678869876641,0.564958283671037,0.56304520222046,0.5639571242930537,0.0007835571162505623
74,0.011000633239746094,0.0008164374018695076,0.002000013987223307,1.1239159602905075e-07,entropy,36,"{'criterion': 'entropy', 'min_samples_leaf': 36}",0.5273159144893111,0.5011914217633042,0.5247208931419458,0.5177436440677966,0.01175434599333236,47,0.5630720254675686,0.5621771950735002,0.56304520222046,0.5627648075871762,0.0004156490677786603
75,0.01133402188618978,0.0012472349320385085,0.002000093460083008,0.0,entropy,37,"{'criterion': 'entropy', 'min_samples_leaf': 37}",0.5281076801266825,0.5027799841143765,0.5143540669856459,0.5150953389830508,0.010362746396209821,53,0.5622761639474732,0.5613825983313468,0.5582870737509913,0.5606486120099371,0.0017092419545770153
76,0.012667258580525717,0.0023571327497288914,0.002333482106526693,0.00047148274534186793,entropy,38,"{'criterion': 'entropy', 'min_samples_leaf': 38}",0.5281076801266825,0.4980142970611596,0.5143540669856459,0.5135063559322034,0.012311458970913028,57,0.5622761639474732,0.5586015097338101,0.5582870737509913,0.5597215824774249,0.0018109173296349858
77,0.011000474294026693,1.1239159602905075e-07,0.0016667842864990234,0.0004715389511856095,entropy,39,"{'criterion': 'entropy', 'min_samples_leaf': 39}",0.5360253365003959,0.5003971405877681,0.5159489633173844,0.517478813559322,0.014598519708288444,49,0.5602865101472344,0.5582042113627335,0.5590800951625694,0.559190272224179,0.0008536573456456787
